基金類型,基金名稱,基金統編,手續費,保管費,經理人姓名,性別,學歷,經理人,期間(月),操作績效(%),台股績效(%),begin_date,end_date
債券型高收益債券型,合庫美國短年期高收益債券基金-B配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),78576732B,4.0,0.25,顧慧君,,"Brandeis University, Master of Finance",顧慧君,1,-0.14,1.33,2020-07-31,2020-08-26
債券型高收益債券型,合庫美國短年期高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),78576732A,4.0,0.25,陳柏翰,,國立清華大學科技管理學院經濟學系及計量財務金融學系,陳柏翰,5,0.58,8.62,2021-03-10,
債券型高收益債券型,合庫美國短年期高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),78576732A,4.0,0.25,左昭信,,國立政治大學金融研究所碩士,左昭信,2,-0.31,2.52,2021-01-11,2021-03-09
債券型高收益債券型,合庫美國短年期高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),78576732A,4.0,0.25,陳秀宜,女,"University of Essex, Master in Finance",陳秀宜,5,-0.75,20.5,2020-08-27,2021-01-10
債券型高收益債券型,合庫美國短年期高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),78576732A,4.0,0.25,顧慧君,,"Brandeis University, Master of Finance",顧慧君,1,-0.14,1.33,2020-07-31,2020-08-26
債券型高收益債券型,柏瑞全球策略高收益債券基金N9不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936I,3.0,0.26,劉文茵,女,中正大學企業管理研究所,劉文茵,3,0.27,-0.38,2021-05-10,
債券型高收益債券型,柏瑞全球策略高收益債券基金N9不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936I,3.0,0.26,邱奕仁,,美國丹佛大學財務金融碩士,邱奕仁,18,3.85,49.44,2019-11-25,2021-05-09
債券型高收益債券型,柏瑞全球策略高收益債券基金N9不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936I,3.0,0.26,李育昇,男,美國喬治華盛頓大學財務碩士,李育昇,40,11.49,29.24,2016-07-18,2019-11-24
債券型高收益債券型,柏瑞全球策略高收益債券基金N9不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936I,3.0,0.26,施宜君,女,國立政治大學金融研究所碩士,施宜君,2,3.29,10.55,2016-05-20,2016-07-17
債券型高收益債券型,柏瑞全球策略高收益債券基金N9不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936I,3.0,0.26,林紹凱,男,臺灣大學 國際企業研究所,林紹凱,4,6.64,0.19,2016-01-29,2016-05-19
債券型高收益債券型,柏瑞全球策略高收益債券基金Bt月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936R,3.0,0.26,劉文茵,女,中正大學企業管理研究所,劉文茵,3,0.27,-0.38,2021-05-10,
債券型高收益債券型,柏瑞全球策略高收益債券基金Bt月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936R,3.0,0.26,邱奕仁,,美國丹佛大學財務金融碩士,邱奕仁,18,3.85,49.44,2019-11-25,2021-05-09
債券型高收益債券型,柏瑞全球策略高收益債券基金Bt月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936R,3.0,0.26,李育昇,男,美國喬治華盛頓大學財務碩士,李育昇,31,7.01,17.15,2017-04-07,2019-11-24
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,劉文茵,女,中正大學企業管理研究所,劉文茵,3,0.27,-0.38,2021-05-10,
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,邱奕仁,,美國丹佛大學財務金融碩士,邱奕仁,18,3.85,49.44,2019-11-25,2021-05-09
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,李育昇,男,美國喬治華盛頓大學財務碩士,李育昇,40,11.5,29.24,2016-07-18,2019-11-24
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,施宜君,女,國立政治大學金融研究所碩士,施宜君,2,3.29,10.55,2016-05-20,2016-07-17
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,林紹凱,男,臺灣大學 國際企業研究所,林紹凱,47,11.29,12.97,2012-06-26,2016-05-19
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,許家禎,男,"Master of Applied Finance, Macquarie University, Sydney, Australia",許家禎,2,0.71,-6.4,2012-04-12,2012-06-25
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,謝佳伶,,英國Reading大學財務風險管理碩士,謝佳伶,11,0.42,-14.99,2011-05-16,2012-04-11
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,鄭洺吟,女,淡江大學財務金融學系碩士,鄭洺吟,10,7.56,17.51,2010-07-19,2011-05-15
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,陳憶萍,女,國立中興大學財稅系學士,陳憶萍,2,0.45,-1.38,2010-05-15,2010-07-18
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,何德明,男,紐約大學史坦商學院商業管理碩士台灣大學財務金融學系商業管理學士,何德明,6,7.11,5.89,2009-11-01,2010-05-14
債券型高收益債券型,柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10340936A,3.0,0.26,鄭安佑,男,美國長島大學企管碩士,鄭安佑,14,-5.49,4.82,2008-08-01,2009-10-31
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,劉文茵,女,中正大學企業管理研究所,劉文茵,3,0.27,-0.38,2021-05-10,
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,邱奕仁,,美國丹佛大學財務金融碩士,邱奕仁,18,3.85,49.44,2019-11-25,2021-05-09
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,李育昇,男,美國喬治華盛頓大學財務碩士,李育昇,40,11.5,29.24,2016-07-18,2019-11-24
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,施宜君,女,國立政治大學金融研究所碩士,施宜君,2,3.29,10.55,2016-05-20,2016-07-17
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,林紹凱,男,臺灣大學 國際企業研究所,林紹凱,47,11.29,12.97,2012-06-26,2016-05-19
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,許家禎,男,"Master of Applied Finance, Macquarie University, Sydney, Australia",許家禎,2,0.72,-6.4,2012-04-12,2012-06-25
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,謝佳伶,,英國Reading大學財務風險管理碩士,謝佳伶,11,0.42,-14.99,2011-05-16,2012-04-11
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,鄭洺吟,女,淡江大學財務金融學系碩士,鄭洺吟,10,7.6,17.51,2010-07-19,2011-05-15
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,陳憶萍,女,國立中興大學財稅系學士,陳憶萍,2,0.44,-1.38,2010-05-15,2010-07-18
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,何德明,男,紐約大學史坦商學院商業管理碩士台灣大學財務金融學系商業管理學士,何德明,6,7.12,5.89,2009-11-01,2010-05-14
債券型高收益債券型,柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936B,3.0,0.26,鄭安佑,男,美國長島大學企管碩士,鄭安佑,14,-5.65,4.82,2008-08-01,2009-10-31
債券型高收益債券型,柏瑞全球策略高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936H,3.0,0.26,劉文茵,女,中正大學企業管理研究所,劉文茵,3,0.27,-0.38,2021-05-10,
債券型高收益債券型,柏瑞全球策略高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936H,3.0,0.26,邱奕仁,,美國丹佛大學財務金融碩士,邱奕仁,18,3.85,49.44,2019-11-25,2021-05-09
債券型高收益債券型,柏瑞全球策略高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936H,3.0,0.26,李育昇,男,美國喬治華盛頓大學財務碩士,李育昇,40,11.5,29.24,2016-07-18,2019-11-24
債券型高收益債券型,柏瑞全球策略高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936H,3.0,0.26,施宜君,女,國立政治大學金融研究所碩士,施宜君,2,3.29,10.55,2016-05-20,2016-07-17
債券型高收益債券型,柏瑞全球策略高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10340936H,3.0,0.26,林紹凱,男,臺灣大學 國際企業研究所,林紹凱,9,-1.2,0.96,2015-08-28,2016-05-19
債券型高收益債券型,宏利全球ESG高收益債券基金-A不配息(澳幣避險)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88113583I,3.0,0.26,曾群軒,男,國立交通大學 財務金融系(碩士),曾群軒,9,1.03,24.72,2020-11-24,
債券型高收益債券型,國泰新興高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835C,3.0,0.24,蔡泫鳳,女,紐約市立大學企業管理碩士,蔡泫鳳,15,19.49,56.66,2020-05-01,
債券型高收益債券型,國泰新興高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835C,3.0,0.24,彭木生,男,交通大學應用數學研究所碩士,彭木生,1,-14.13,-2.66,2020-03-01,2020-04-30
債券型高收益債券型,國泰新興高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835C,3.0,0.24,古學敏,女,美國丹佛大學企管碩士,古學敏,6,3.38,7.16,2019-08-26,2020-02-29
債券型高收益債券型,國泰新興高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835C,3.0,0.24,楊士醇,男,University of Sheffield MSc Management,楊士醇,13,5.3,-3.0,2018-07-14,2019-08-25
債券型高收益債券型,國泰新興高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835C,3.0,0.24,趙志中,男,美國愛荷華大學MBA,趙志中,8,-4.71,0.66,2017-11-01,2018-07-13
債券型高收益債券型,國泰新興高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835C,3.0,0.24,邱紹驊,,Thunderbird 雷鳥管理學院 MBA,邱紹驊,8,5.17,11.67,2017-02-13,2017-10-31
債券型高收益債券型,國泰新興高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835C,3.0,0.24,王皓正,男,"美國加州州立大學財務金融所碩士
國立成功大學財務金融所碩士",王皓正,11,13.9,11.02,2016-03-14,2017-02-12
債券型高收益債券型,國泰新興高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835C,3.0,0.24,邱紹驊,,Thunderbird 雷鳥管理學院 MBA,邱紹驊,1,5.68,7.98,2016-02-15,2016-03-13
債券型高收益債券型,國泰新興高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835C,3.0,0.24,李安傑,男,國立成功大學財務金融所碩士,李安傑,12,-13.67,-13.87,2015-02-01,2016-02-14
債券型高收益債券型,國泰新興高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835C,3.0,0.24,陳芳婷,女,國立台灣大學財務金融所,陳芳婷,0,-0.67,0.95,2015-01-05,2015-01-31
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金NA後收累積型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427C,3.0,0.26,林白茹,女,文化大學經濟系,林白茹,0,0.21,-1.75,2021-08-09,
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金NA後收累積型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427C,3.0,0.26,洪偉倫,,美國德克薩斯州大學達拉斯分校/金融學碩士,洪偉倫,1,-0.2,-2.16,2021-07-07,2021-08-08
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金NA後收累積型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427C,3.0,0.26,蔡任航,,國立台灣大學經濟學系,蔡任航,6,0.33,13.33,2021-01-20,2021-07-06
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金A累積型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427A,3.0,0.26,林白茹,女,文化大學經濟系,林白茹,0,0.21,-1.75,2021-08-09,
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金A累積型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427A,3.0,0.26,洪偉倫,,美國德克薩斯州大學達拉斯分校/金融學碩士,洪偉倫,1,-0.2,-2.16,2021-07-07,2021-08-08
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金A累積型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427A,3.0,0.26,蔡任航,,國立台灣大學經濟學系,蔡任航,6,0.33,13.33,2021-01-20,2021-07-06
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金B月配型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427B,3.0,0.26,林白茹,女,文化大學經濟系,林白茹,0,0.21,-1.75,2021-08-09,
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金B月配型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427B,3.0,0.26,洪偉倫,,美國德克薩斯州大學達拉斯分校/金融學碩士,洪偉倫,1,-0.2,-2.16,2021-07-07,2021-08-08
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金B月配型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427B,3.0,0.26,蔡任航,,國立台灣大學經濟學系,蔡任航,6,0.33,13.33,2021-01-20,2021-07-06
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金NB後收月配型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427D,3.0,0.26,林白茹,女,文化大學經濟系,林白茹,0,0.21,-1.75,2021-08-09,
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金NB後收月配型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427D,3.0,0.26,洪偉倫,,美國德克薩斯州大學達拉斯分校/金融學碩士,洪偉倫,1,-0.2,-2.16,2021-07-07,2021-08-08
債券型高收益債券型,兆豐國際新興市場短期高收益債券基金NB後收月配型(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),88119427D,3.0,0.26,蔡任航,,國立台灣大學經濟學系,蔡任航,6,0.33,13.33,2021-01-20,2021-07-06
債券型高收益債券型,柏瑞新興邊境高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),76306086B,3.0,0.27,劉文茵,女,中正大學企業管理研究所,劉文茵,3,-0.41,-0.38,2021-05-10,
債券型高收益債券型,柏瑞新興邊境高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),76306086B,3.0,0.27,邱奕仁,,美國丹佛大學財務金融碩士,邱奕仁,18,5.96,49.44,2019-11-25,2021-05-09
債券型高收益債券型,柏瑞新興邊境高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),76306086B,3.0,0.27,李育昇,男,美國喬治華盛頓大學財務碩士,李育昇,1,-0.77,2.23,2019-10-28,2019-11-24
債券型高收益債券型,柏瑞新興邊境高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),76306086C,3.0,0.27,劉文茵,女,中正大學企業管理研究所,劉文茵,3,-0.41,-0.38,2021-05-10,
債券型高收益債券型,柏瑞新興邊境高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),76306086C,3.0,0.27,邱奕仁,,美國丹佛大學財務金融碩士,邱奕仁,18,5.96,49.44,2019-11-25,2021-05-09
債券型高收益債券型,柏瑞新興邊境高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),76306086C,3.0,0.27,李育昇,男,美國喬治華盛頓大學財務碩士,李育昇,1,-0.77,2.23,2019-10-28,2019-11-24
債券型高收益債券型,台新優先順位資產抵押高收益債券基金-I不配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75961079K,,0.26,李怡慧,,美國波士頓大學 經濟所碩士,李怡慧,7,0.33,16.88,2021-01-01,
債券型高收益債券型,台新優先順位資產抵押高收益債券基金-I不配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75961079K,,0.26,尹晟龢,男,"東吳大學
商用數學系
碩士",尹晟龢,2,2.91,17.41,2020-10-05,2020-12-31
債券型高收益債券型,台新優先順位資產抵押高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75961079C,3.0,0.26,李怡慧,,美國波士頓大學 經濟所碩士,李怡慧,7,0.33,16.88,2021-01-01,
債券型高收益債券型,台新優先順位資產抵押高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75961079C,3.0,0.26,尹晟龢,男,"東吳大學
商用數學系
碩士",尹晟龢,15,3.69,38.75,2019-09-01,2020-12-31
債券型高收益債券型,台新優先順位資產抵押高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),75961079C,3.0,0.26,邱奕仁,,美國丹佛大學財務金融碩士,邱奕仁,4,1.55,-2.93,2019-04-29,2019-08-31
債券型高收益債券型,柏瑞新興邊境高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),76306086A,3.0,0.27,劉文茵,女,中正大學企業管理研究所,劉文茵,3,-0.41,-0.38,2021-05-10,
債券型高收益債券型,柏瑞新興邊境高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),76306086A,3.0,0.27,邱奕仁,,美國丹佛大學財務金融碩士,邱奕仁,18,5.95,49.44,2019-11-25,2021-05-09
債券型高收益債券型,柏瑞新興邊境高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),76306086A,3.0,0.27,李育昇,男,美國喬治華盛頓大學財務碩士,李育昇,1,-0.77,2.23,2019-10-28,2019-11-24
債券型高收益債券型,國泰新興高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835D,3.0,0.24,蔡泫鳳,女,紐約市立大學企業管理碩士,蔡泫鳳,15,19.51,56.66,2020-05-01,
債券型高收益債券型,國泰新興高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835D,3.0,0.24,彭木生,男,交通大學應用數學研究所碩士,彭木生,1,-14.16,-2.66,2020-03-01,2020-04-30
債券型高收益債券型,國泰新興高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835D,3.0,0.24,古學敏,女,美國丹佛大學企管碩士,古學敏,6,3.38,7.16,2019-08-26,2020-02-29
債券型高收益債券型,國泰新興高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835D,3.0,0.24,楊士醇,男,University of Sheffield MSc Management,楊士醇,13,5.27,-3.0,2018-07-14,2019-08-25
債券型高收益債券型,國泰新興高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835D,3.0,0.24,趙志中,男,美國愛荷華大學MBA,趙志中,8,-4.68,0.66,2017-11-01,2018-07-13
債券型高收益債券型,國泰新興高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835D,3.0,0.24,邱紹驊,,Thunderbird 雷鳥管理學院 MBA,邱紹驊,8,5.18,11.67,2017-02-13,2017-10-31
債券型高收益債券型,國泰新興高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835D,3.0,0.24,王皓正,男,"美國加州州立大學財務金融所碩士
國立成功大學財務金融所碩士",王皓正,11,15.22,11.02,2016-03-14,2017-02-12
債券型高收益債券型,國泰新興高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835D,3.0,0.24,邱紹驊,,Thunderbird 雷鳥管理學院 MBA,邱紹驊,1,4.99,7.98,2016-02-15,2016-03-13
債券型高收益債券型,國泰新興高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835D,3.0,0.24,李安傑,男,國立成功大學財務金融所碩士,李安傑,12,-19.9,-13.87,2015-02-01,2016-02-14
債券型高收益債券型,國泰新興高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),26331835D,3.0,0.24,陳芳婷,女,國立台灣大學財務金融所,陳芳婷,0,-1.43,0.95,2015-01-05,2015-01-31
債券型高收益債券型,合庫美國短年期高收益債券基金-A不配息(澳幣)(本基金主要係投資於非投資等級之高風險債券),78576732C,4.0,0.25,陳柏翰,,國立清華大學科技管理學院經濟學系及計量財務金融學系,陳柏翰,5,0.31,8.62,2021-03-10,
債券型高收益債券型,合庫美國短年期高收益債券基金-A不配息(澳幣)(本基金主要係投資於非投資等級之高風險債券),78576732C,4.0,0.25,左昭信,,國立政治大學金融研究所碩士,左昭信,2,-0.26,2.52,2021-01-11,2021-03-09
債券型高收益債券型,合庫美國短年期高收益債券基金-A不配息(澳幣)(本基金主要係投資於非投資等級之高風險債券),78576732C,4.0,0.25,陳秀宜,女,"University of Essex, Master in Finance",陳秀宜,5,1.2,20.5,2020-08-27,2021-01-10
債券型高收益債券型,合庫美國短年期高收益債券基金-A不配息(澳幣)(本基金主要係投資於非投資等級之高風險債券),78576732C,4.0,0.25,顧慧君,,"Brandeis University, Master of Finance",顧慧君,1,0.56,1.33,2020-07-31,2020-08-26
債券型高收益債券型,摩根新興市場高收益債券基金-累積型(台幣)(本基金主要係投資於非投資等級之高風險債券),26297196A,3.0,0.26,郭世宗,男,銘傳大學金融研究所碩士,郭世宗,124,10.95,90.29,2011-04-27,
債券型高收益債券型,德銀遠東DWS亞洲高收益債券基金-分配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),26300262F,2.0,0.24,吳采倫,女,"Master of Science in Investment and Finance, Queen Mary University of London
國立政治大學 應用數學系學士",吳采倫,26,1.09,65.11,2019-06-05,
債券型高收益債券型,德銀遠東DWS亞洲高收益債券基金-分配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),26300262F,2.0,0.24,潘秀慧,女,銘傳大學 財務金融所碩士,潘秀慧,9,7.75,-3.94,2018-09-20,2019-06-04
債券型高收益債券型,德銀遠東DWS亞洲高收益債券基金-分配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),26300262F,2.0,0.24,江仲弘,男,美國德州大學財務金融碩士,江仲弘,37,19.77,35.35,2015-08-20,2018-09-19
債券型高收益債券型,德銀遠東DWS亞洲高收益債券基金-分配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),26300262F,2.0,0.24,楊斯淵,男,"美國威斯康辛大學MBA
國立台北大學經濟系",楊斯淵,9,5.19,-9.71,2014-11-17,2015-08-19
債券型高收益債券型,德銀遠東DWS亞洲高收益債券基金-累積型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),26300262E,2.0,0.24,吳采倫,女,"Master of Science in Investment and Finance, Queen Mary University of London
國立政治大學 應用數學系學士",吳采倫,26,2.04,65.11,2019-06-05,
債券型高收益債券型,德銀遠東DWS亞洲高收益債券基金-累積型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),26300262E,2.0,0.24,潘秀慧,女,銘傳大學 財務金融所碩士,潘秀慧,9,7.84,-3.94,2018-09-20,2019-06-04
債券型高收益債券型,德銀遠東DWS亞洲高收益債券基金-累積型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),26300262E,2.0,0.24,江仲弘,男,美國德州大學財務金融碩士,江仲弘,37,24.21,35.35,2015-08-20,2018-09-19
債券型高收益債券型,德銀遠東DWS亞洲高收益債券基金-累積型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),26300262E,2.0,0.24,楊斯淵,男,"美國威斯康辛大學MBA
國立台北大學經濟系",楊斯淵,9,19.69,-9.71,2014-11-17,2015-08-19
債券型高收益債券型,群益全球優先順位高收益債券基金A累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),72960111A,3.0,0.26,李運婷,女,銘傳大學財務管理所,李運婷,40,2.09,61.57,2018-04-30,
債券型高收益債券型,群益全球優先順位高收益債券基金NA累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),72960111C,3.0,0.26,李運婷,女,銘傳大學財務管理所,李運婷,40,2.09,61.57,2018-04-30,
債券型高收益債券型,群益全球優先順位高收益債券基金B月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),72960111B,3.0,0.26,李運婷,女,銘傳大學財務管理所,李運婷,40,2.11,61.57,2018-04-30,
債券型高收益債券型,群益全球優先順位高收益債券基金NB月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),72960111D,3.0,0.26,李運婷,女,銘傳大學財務管理所,李運婷,40,2.11,61.57,2018-04-30,
債券型高收益債券型,PGIM保德信美元高收益債券基金-累積型(人民幣)(本基金主要投資於非投資等級之高風險債券且基金之配息來源可能為本金),88180941I,3.0,0.26,許(豐弟)勻,女,淡江大學財務金融碩士,許(豐弟)勻,2,0.2,-0.57,2021-06-18,
